,Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
912,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,49.0,220000.0,04/07/2023
913,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,45.0,145000.0,25/10/2023
914,tunis,carthage,Carthage,Sale,3-room apartment,157.0,350000.0,13/09/2023
915,ben arous,hammam chott,Hammam Chatt,Sale,2-room apartment,100.0,195000.0,14/11/2023
916,tunis,carthage,Carthage,Sale,3-room apartment,120.0,320000.0,30/09/2023
917,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,100.0,240000.0,26/10/2023
918,tunis,medina jedida,La Medina,Sale,3-room apartment,93.0,190000.0,26/09/2023
919,tunis,carthage,Carthage,Sale,4-room apartment,135.0,300000.0,19/11/2023
920,ariana,soukra,La Soukra,Sale,2-room apartment,96.0,190000.0,29/08/2023
921,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,198000.0,02/11/2023
922,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,70.0,220000.0,10/08/2023
923,ben arous,mourouj,El Mourouj,Sale,3-room apartment,82.0,120000.0,10/05/2023
924,ariana,raoued,Raoued,Sale,2-room apartment,110.0,220000.0,13/10/2023
925,tunis,menzah,El Menzah,Sale,3-room apartment,160.0,420000.0,19/10/2023
926,tunis,menzah,El Menzah,Sale,4-room apartment,180.0,450000.0,11/09/2023
927,tunis,marsa,La Marsa,Sale,4-room apartment,110.0,260000.0,12/04/2023
928,tunis,omrane superieur,El Omrane Superieur,Sale,4-room apartment,100.0,160000.0,30/09/2023
929,tunis,menzah,El Menzah,Sale,3-room apartment,120.0,240000.0,29/11/2023
930,tunis,marsa,La Marsa,Sale,5-room apartment and more,200.0,780000.0,20/09/2023
931,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,125.0,385000.0,04/12/2023
932,tunis,omrane superieur,El Omrane Superieur,Sale,4-room apartment,110.0,160000.0,24/11/2023
933,tunis,marsa,La Marsa,Sale,2-room apartment,70.0,180000.0,11/11/2023
934,ariana,raoued,Raoued,Sale,3-room apartment,88.0,170000.0,21/11/2023
935,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,350.0,580000.0,04/01/2023
936,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,40.0,70000.0,29/11/2023
937,ariana,soukra,La Soukra,Sale,3-room apartment,110.0,255000.0,04/11/2023
938,tunis,menzah,El Menzah,Sale,4-room apartment,150.0,245000.0,12/09/2023
940,ben arous,mourouj,El Mourouj,Sale,2-room apartment,80.0,112000.0,31/08/2023
941,tunis,marsa,La Marsa,Sale,3-room apartment,110.0,370000.0,07/11/2023
942,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,168.0,400000.0,27/06/2022
943,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,105.0,129000.0,23/10/2023
944,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,26.0,150000.0,18/08/2022
945,manouba,mannouba,Mannouba,Sale,3-room apartment,87.0,145000.0,26/11/2023
946,ariana,soukra,La Soukra,Sale,4-room apartment,161.0,435000.0,05/12/2023
947,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,170.0,330000.0,30/11/2023
948,ariana,mnihla,Mnihla,Sale,1-room apartment,53.0,248000.0,18/01/2023
949,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,59.0,250000.0,04/11/2023
950,ben arous,fouchana,Fouchana,Sale,3-room apartment,80.0,130000.0,22/11/2023
951,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,51.0,140000.0,18/11/2023
952,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,192.0,550000.0,12/11/2023
953,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,235000.0,17/10/2023
954,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,202.0,480000.0,16/09/2023
955,ben arous,mourouj,El Mourouj,Sale,3-room apartment,108.0,205000.0,15/11/2023
956,ariana,soukra,La Soukra,Sale,1-room apartment,59.0,250000.0,02/11/2023
957,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,150.0,550000.0,07/11/2023
958,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,62.0,179000.0,02/12/2023
959,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,56.0,145000.0,09/11/2023
960,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,104.0,440000.0,16/11/2023
961,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,89.0,270000.0,20/11/2023
962,ariana,soukra,La Soukra,Sale,4-room apartment,260.0,1200000.0,16/09/2022
963,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,122.0,520000.0,24/02/2023
964,ariana,soukra,La Soukra,Sale,3-room apartment,152.0,428000.0,20/09/2023
965,ariana,ettadhamen,Ettadhamen,Sale,2-room apartment,90.0,85000.0,19/09/2023
966,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,227.0,840000.0,27/10/2023
967,tunis,marsa,La Marsa,Sale,3-room apartment,135.0,350000.0,08/11/2023
968,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,80.0,125000.0,17/10/2023
969,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,65.0,160000.0,25/08/2023
970,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,280000.0,27/07/2023
971,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,146.0,411000.0,22/05/2023
972,tunis,marsa,La Marsa,Sale,2-room apartment,95.0,220000.0,23/10/2023
973,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,125.0,380000.0,06/11/2023
974,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,40.0,160000.0,24/11/2023
975,tunis,marsa,La Marsa,Sale,2-room apartment,75.0,175000.0,06/10/2023
976,tunis,marsa,La Marsa,Sale,3-room apartment,159.0,330000.0,21/10/2023
977,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,110.0,135000.0,17/04/2023
978,manouba,mannouba,Mannouba,Sale,4-room apartment,90.0,15000.0,08/11/2023
979,ariana,soukra,La Soukra,Sale,2-room apartment,69.0,185000.0,26/10/2023
980,ben arous,hammam chott,Hammam Chatt,Sale,3-room apartment,112.0,180000.0,02/10/2022
981,ben arous,mourouj,El Mourouj,Sale,3-room apartment,110.0,220000.0,24/11/2023
982,ben arous,ezzahra,Ezzahra,Sale,4-room apartment,93.0,200000.0,18/10/2023
984,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,120.0,170000.0,07/09/2023
985,ariana,soukra,La Soukra,Sale,3-room apartment,130.0,375000.0,20/09/2023
986,tunis,omrane superieur,El Omrane Superieur,Sale,4-room apartment,120.0,300000.0,01/12/2023
988,ariana,mnihla,Mnihla,Sale,4-room apartment,125.0,360000.0,10/09/2023
989,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,40.0,105000.0,15/05/2023
990,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,132.0,330000.0,07/07/2023
991,ben arous,ben arous,Ben Arous,Sale,2-room apartment,90.0,147000.0,31/08/2023
992,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,129.0,350000.0,19/09/2023
993,ben arous,mourouj,El Mourouj,Sale,4-room apartment,220.0,440000.0,21/10/2023
994,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,136.0,503000.0,19/11/2023
995,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,296.0,1154400.0,01/11/2023
996,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,145.0,350000.0,12/05/2023
997,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,308.0,720000.0,07/07/2023
998,manouba,mannouba,Mannouba,Sale,3-room apartment,90.0,185000.0,05/12/2023
999,tunis,marsa,La Marsa,Sale,2-room apartment,52.0,175000.0,23/10/2023
1000,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,164.0,360000.0,19/09/2023
1001,tunis,marsa,La Marsa,Sale,2-room apartment,68.0,180000.0,13/10/2023
1003,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,180.0,395000.0,16/07/2023
1004,tunis,marsa,La Marsa,Sale,2-room apartment,118.0,291000.0,04/09/2023
1005,ben arous,mourouj,El Mourouj,Sale,3-room apartment,80.0,120000.0,11/11/2023
1006,ariana,raoued,Raoued,Sale,5-room apartment and more,144.0,230000.0,24/03/2023
1007,ben arous,ben arous,Ben Arous,Sale,3-room apartment,75.0,115000.0,06/12/2023
1008,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,50.0,145000.0,06/02/2023
1009,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,87.0,305000.0,17/10/2023
1010,tunis,marsa,La Marsa,Sale,3-room apartment,400.0,1000000.0,01/11/2023
1011,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,126.0,345000.0,06/10/2023
1012,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,59.0,250000.0,17/10/2023
1013,ariana,raoued,Raoued,Sale,3-room apartment,159.0,396000.0,14/02/2023
1014,tunis,menzah,El Menzah,Sale,2-room apartment,48.0,130000.0,11/10/2023
1015,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,125.0,330000.0,17/10/2023
1016,tunis,marsa,La Marsa,Sale,2-room apartment,60.0,190000.0,26/10/2023
1017,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,62.0,180000.0,02/11/2023
1018,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,70.0,180000.0,19/11/2023
1019,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,60.0,185000.0,05/12/2023
1020,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,198000.0,30/10/2023
1021,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,200.0,500000.0,12/08/2023
1022,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,130.0,360000.0,01/12/2023
1023,ariana,soukra,La Soukra,Sale,4-room apartment,175.0,460000.0,08/08/2023
1024,ariana,raoued,Raoued,Sale,4-room apartment,140.0,200000.0,19/08/2023
1025,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,136.0,569000.0,03/01/2023
1026,tunis,medina jedida,La Medina,Sale,3-room apartment,69.0,160000.0,20/10/2023
1027,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,110.0,178000.0,02/10/2023
1028,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,102.0,234000.0,29/10/2023
1029,ben arous,mourouj,El Mourouj,Sale,4-room apartment,109.0,162000.0,20/11/2023
1030,tunis,la goulette,La Goulette,Sale,4-room apartment,158.0,632000.0,02/11/2023
1031,ben arous,megrine,Megrine,Sale,5-room apartment and more,460.0,1200000.0,24/10/2023
1032,tunis,marsa,La Marsa,Sale,3-room apartment,165.0,890000.0,25/05/2023
1033,ariana,soukra,La Soukra,Sale,4-room apartment,136.0,250000.0,13/06/2023
1034,tunis,marsa,La Marsa,Sale,3-room apartment,150.0,398000.0,01/12/2023
1035,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,46.0,170000.0,22/11/2023
1036,manouba,mannouba,Mannouba,Sale,3-room apartment,87.0,180000.0,03/12/2022
1037,ben arous,hammam chott,Hammam Chatt,Sale,3-room apartment,64.0,140000.0,29/08/2023
1038,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,75.0,180000.0,18/07/2023
1039,tunis,bab bhar,Bab Bhar,Sale,5-room apartment and more,130.0,240000.0,08/11/2023
1040,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,147.0,447000.0,13/10/2023
1041,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,79.0,220000.0,16/08/2023
1042,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,60.0,230000.0,15/11/2023
1043,ben arous,mourouj,El Mourouj,Sale,3-room apartment,65.0,130000.0,18/10/2023
1044,manouba,oued ellil,Oued Ellil,Sale,4-room apartment,100.0,165108.0,04/12/2023
1045,ariana,soukra,La Soukra,Sale,3-room apartment,108.0,160000.0,19/09/2023
1047,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,198.0,580000.0,20/09/2023
1048,tunis,marsa,La Marsa,Sale,3-room apartment,134.0,280000.0,01/12/2023
1049,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,150.0,530000.0,02/10/2023
1050,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,133.0,287000.0,13/10/2023
1051,ariana,mnihla,Mnihla,Sale,2-room apartment,83.0,215000.0,23/11/2023
1052,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,211.0,560000.0,01/05/2023
1053,tunis,bab bhar,Bab Bhar,Sale,1-room apartment,20.0,50000.0,03/11/2023
1054,ariana,soukra,La Soukra,Sale,4-room apartment,166.0,590000.0,20/09/2023
1055,ben arous,hammam chott,Hammam Chatt,Sale,4-room apartment,91.0,200000.0,21/08/2023
1056,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,230.0,520000.0,09/01/2023
1057,tunis,marsa,La Marsa,Sale,1-room apartment,62.0,180000.0,25/09/2023
1058,ariana,soukra,La Soukra,Sale,1-room apartment,185.0,200000.0,01/11/2023
1059,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,125.0,270000.0,18/08/2023
1060,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,127.0,475000.0,31/07/2023
1061,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,58.0,170000.0,31/10/2023
1062,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,3-room apartment,120.0,150000.0,15/11/2022
1063,ariana,soukra,La Soukra,Sale,2-room apartment,127.0,377000.0,03/11/2023
1064,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,136.0,360000.0,12/10/2022
1065,ariana,soukra,La Soukra,Sale,4-room apartment,65.0,100000.0,15/09/2023
1066,tunis,marsa,La Marsa,Sale,2-room apartment,150.0,460000.0,22/10/2023
1067,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,160.0,700000.0,13/07/2022
1069,tunis,marsa,La Marsa,Sale,1-room apartment,57.0,170000.0,26/09/2023
1070,tunis,medina jedida,La Medina,Sale,3-room apartment,100.0,120000.0,16/11/2023
1071,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,160.0,832000.0,07/09/2023
1072,ariana,soukra,La Soukra,Sale,2-room apartment,150.0,240000.0,25/09/2023
1073,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,162.0,825000.0,10/05/2023
1074,tunis,bab souika,Bab Souika,Sale,2-room apartment,50.0,110000.0,29/03/2023
1075,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,185.0,880000.0,17/10/2023
1076,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,125.0,275000.0,26/09/2023
1077,tunis,bab bhar,Bab Bhar,Sale,5-room apartment and more,150.0,130000.0,30/11/2023
1078,ben arous,hammam chott,Hammam Chatt,Sale,2-room apartment,119.0,160000.0,22/11/2023
1079,manouba,oued ellil,Oued Ellil,Sale,3-room apartment,82.0,134048.0,02/12/2023
1080,tunis,omrane superieur,El Omrane Superieur,Sale,4-room apartment,100.0,180000.0,02/11/2023
1081,tunis,marsa,La Marsa,Sale,2-room apartment,113.0,263000.0,27/10/2023
1083,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,160.0,500000.0,10/10/2023
1084,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,150.0,530000.0,02/10/2023
1085,ariana,raoued,Raoued,Sale,2-room apartment,90.0,195000.0,27/11/2023
1086,tunis,bab souika,Bab Souika,Sale,4-room apartment,85.0,125000.0,09/11/2023
1087,tunis,menzah,El Menzah,Sale,2-room apartment,95.0,245000.0,03/12/2023
1088,tunis,menzah,El Menzah,Sale,4-room apartment,150.0,320000.0,12/11/2023
1089,tunis,sidi hassine,Sidi Hassine,Sale,2-room apartment,70.0,70000.0,14/11/2023
1090,ben arous,mourouj,El Mourouj,Sale,4-room apartment,73.0,120000.0,06/10/2023
1091,ben arous,fouchana,Fouchana,Sale,4-room apartment,93.0,115000.0,12/08/2022
1092,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,100.0,200000.0,30/10/2023
1093,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,160.0,460000.0,02/10/2023
1094,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,113.0,310000.0,21/09/2023
1095,ben arous,medina jedida,Nouvelle Medina,Sale,4-room apartment,120.0,250000.0,29/09/2022
1096,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,85.0,250000.0,13/06/2023
1097,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,190000.0,30/10/2023
1098,tunis,la goulette,La Goulette,Sale,3-room apartment,90.0,325000.0,30/10/2023
1099,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,100.0,225000.0,25/09/2023
1100,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,132.0,403000.0,13/10/2023
1101,manouba,mannouba,Mannouba,Sale,3-room apartment,162.0,280000.0,29/11/2022
1102,tunis,bardo,Le Bardo,Sale,5-room apartment and more,370.0,680000.0,06/10/2023
1103,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,139.0,453000.0,04/03/2023
1104,ben arous,fouchana,Fouchana,Sale,3-room apartment,136.0,110000.0,06/09/2023
1105,ariana,mnihla,Mnihla,Sale,2-room apartment,120.0,330000.0,02/11/2023
1106,ariana,soukra,La Soukra,Sale,2-room apartment,58.0,102000.0,03/10/2023
1107,tunis,marsa,La Marsa,Sale,2-room apartment,71.0,185000.0,04/09/2023
1108,tunis,marsa,La Marsa,Sale,2-room apartment,125.0,350000.0,20/02/2023
1109,tunis,marsa,La Marsa,Sale,3-room apartment,146.0,300000.0,22/05/2023
1110,tunis,carthage,Carthage,Sale,5-room apartment and more,369.0,1180000.0,22/11/2022
1111,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,240.0,840000.0,27/11/2023
1112,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,135.0,540000.0,20/09/2023
1113,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,170.0,320000.0,12/10/2023
1114,ariana,soukra,La Soukra,Sale,3-room apartment,144.0,425000.0,06/09/2023
1115,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,116.0,345000.0,16/07/2023
1116,tunis,ouerdia,El Ouerdia,Sale,2-room apartment,90.0,120000.0,15/09/2023
1117,tunis,marsa,La Marsa,Sale,3-room apartment,90.0,250000.0,07/04/2023
1118,ben arous,hammam chott,Hammam Chatt,Sale,4-room apartment,137.0,235000.0,20/07/2023
1119,ben arous,megrine,Megrine,Sale,4-room apartment,230.0,650000.0,20/10/2023
1120,tunis,bab bhar,Bab Bhar,Sale,1-room apartment,25.0,100000.0,05/12/2023
1121,tunis,menzah,El Menzah,Sale,3-room apartment,70.0,230000.0,03/11/2023
1122,tunis,marsa,La Marsa,Sale,4-room apartment,163.0,520000.0,19/10/2023
1123,tunis,la goulette,La Goulette,Sale,1-room apartment,55.0,250000.0,23/11/2023
1124,ben arous,fouchana,Fouchana,Sale,4-room apartment,80.0,150000.0,22/11/2023
1125,ariana,mnihla,Mnihla,Sale,4-room apartment,125.0,185000.0,05/12/2023
1126,ben arous,mourouj,El Mourouj,Sale,4-room apartment,100.0,155000.0,06/11/2023
1127,ariana,soukra,La Soukra,Sale,4-room apartment,114.0,250000.0,20/09/2023
1128,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,173.0,720000.0,17/11/2023
1129,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,80.0,118000.0,29/05/2023
1131,tunis,menzah,El Menzah,Sale,4-room apartment,107.0,240000.0,05/04/2023
1132,tunis,marsa,La Marsa,Sale,3-room apartment,70.0,165000.0,10/11/2023
1134,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,150.0,360000.0,28/04/2023
1135,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,180.0,350000.0,03/06/2023
1136,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,115.0,190000.0,23/01/2023
1137,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,80.0,100000.0,11/09/2023
1138,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,65.0,95000.0,16/11/2023
1139,ben arous,ben arous,Ben Arous,Sale,4-room apartment,85.0,96000.0,17/10/2023
1140,ben arous,mourouj,El Mourouj,Sale,2-room apartment,60.0,83000.0,14/09/2023
1141,tunis,ain zaghouan,Ain Zaghouan,Sale,5-room apartment and more,265.0,920000.0,22/11/2023
1142,tunis,kabbaria,El Kabbaria,Sale,3-room apartment,98.0,120000.0,13/09/2023
1143,ariana,mnihla,Mnihla,Sale,4-room apartment,140.0,385000.0,11/12/2022
1144,manouba,mannouba,Mannouba,Sale,4-room apartment,123.0,235000.0,23/11/2023
1145,ariana,soukra,La Soukra,Sale,3-room apartment,152.0,530000.0,08/11/2023
1146,ariana,soukra,La Soukra,Sale,3-room apartment,152.0,380000.0,20/11/2023
1147,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,51.0,148000.0,11/11/2023
1148,tunis,kram,El Kram,Sale,4-room apartment,145.0,220000.0,17/09/2023
1149,ben arous,rades,Rades,Sale,3-room apartment,125.0,230000.0,15/08/2023
1150,ben arous,rades,Rades,Sale,4-room apartment,100.0,165000.0,03/06/2023
1151,ben arous,rades,Rades,Sale,3-room apartment,75.0,160000.0,16/10/2023
1152,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,160.0,500000.0,09/11/2023
1153,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,110.0,295000.0,04/12/2023
1154,tunis,marsa,La Marsa,Sale,2-room apartment,115.0,250000.0,25/09/2023
1155,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,92.0,240000.0,25/10/2023
1156,ben arous,megrine,Megrine,Sale,4-room apartment,224.0,400000.0,09/11/2023
1157,tunis,bab bhar,Bab Bhar,Sale,5-room apartment and more,150.0,270000.0,02/09/2023
1158,tunis,marsa,La Marsa,Sale,3-room apartment,180.0,520000.0,21/07/2023
1159,tunis,marsa,La Marsa,Sale,2-room apartment,90.0,490000.0,21/11/2023
1160,tunis,marsa,La Marsa,Sale,2-room apartment,60.0,145000.0,12/09/2023
1161,ariana,soukra,La Soukra,Sale,3-room apartment,100.0,420000.0,24/08/2023
1162,tunis,marsa,La Marsa,Sale,2-room apartment,99.0,240000.0,22/09/2023
1163,ben arous,mourouj,El Mourouj,Sale,3-room apartment,80.0,150000.0,28/10/2022
1164,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,100.0,240000.0,28/04/2023
1165,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,166.0,615000.0,22/05/2023
1166,tunis,sidi el bechir,Sidi El Bechir,Sale,2-room apartment,75.0,115000.0,30/08/2023
1167,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,127.0,260000.0,11/10/2023
1168,tunis,menzah,El Menzah,Sale,2-room apartment,46.0,135000.0,13/08/2023
1169,tunis,marsa,La Marsa,Sale,3-room apartment,180.0,650000.0,10/10/2023
1170,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,240.0,630000.0,08/02/2023
1171,ben arous,mourouj,El Mourouj,Sale,4-room apartment,105.0,160000.0,21/11/2023
1172,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,196.0,610000.0,16/09/2023
1173,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,97.0,190000.0,06/10/2023
1174,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,69.0,120000.0,17/10/2023
1175,tunis,kabbaria,El Kabbaria,Sale,3-room apartment,85.0,115000.0,25/10/2023
1176,tunis,marsa,La Marsa,Sale,2-room apartment,95.0,220000.0,26/01/2023
1177,tunis,marsa,La Marsa,Sale,4-room apartment,149.0,420000.0,23/05/2023
1178,ariana,soukra,La Soukra,Sale,2-room apartment,69.0,213000.0,20/09/2023
